Date,Open,High,Low,Close,Adj Close,Volume
2017-01-16,7.834320,8.007890,7.727810,7.830380,7.753883,16791126
2017-01-17,7.783040,7.948720,7.759370,7.928990,7.851530,11722655
2017-01-18,7.925050,7.960550,7.822490,7.897440,7.820288,12014155
2017-01-19,7.897440,7.921110,7.779090,7.802760,7.726533,8331388
2017-01-20,7.783040,7.865880,7.771200,7.830380,7.753883,7287252
2017-01-23,7.830380,8.031560,7.775150,7.980280,7.902318,12105993
2017-01-24,7.968440,8.007890,7.893490,7.984220,7.906220,5449527
2017-01-25,7.936880,8.035500,7.909270,7.932940,7.855441,7203962
2017-01-26,7.901380,8.078900,7.901380,8.023670,7.945285,7391309
2017-02-03,8.106510,8.315580,8.055230,8.287970,8.207003,19557955
2017-02-06,8.287970,8.378700,8.213020,8.347140,8.265595,9868052
2017-02-07,8.347140,8.422090,8.205130,8.295860,8.214816,9888177
2017-02-08,8.284020,8.579880,8.224850,8.493100,8.410130,30374621
2017-02-09,8.520710,8.595660,8.437870,8.493100,8.410130,11587586
2017-02-10,8.520710,8.603550,8.445760,8.500990,8.417941,12772982
2017-02-13,8.500990,8.540430,8.291910,8.520710,8.437469,20775571
2017-02-14,8.524660,8.717950,8.441820,8.635110,8.550752,15646331
2017-02-15,8.678500,8.891520,8.591720,8.635110,8.550752,25750561
2017-02-16,8.643000,8.729780,8.595660,8.639050,8.554653,12115928
2017-02-17,8.599610,8.658780,8.489150,8.575940,8.492161,15637795
2017-02-20,8.544380,8.733730,8.544380,8.717950,8.632782,18304123
2017-02-21,8.717950,8.749510,8.504930,8.528600,8.445282,16467972
2017-02-22,8.591720,8.721890,8.323470,8.532550,8.449194,27910939
2017-02-23,8.489150,8.540430,8.418150,8.520710,8.437469,11197274
2017-02-24,8.497040,8.560160,8.406310,8.508880,8.425755,8286547
2017-02-27,8.504930,8.690340,8.441820,8.552270,8.468720,12173503
2017-02-28,8.670610,8.741620,8.595660,8.654830,8.570280,25991204
2017-03-01,8.631160,8.725840,8.591720,8.639050,8.554653,18372150
2017-03-02,8.682450,8.706120,8.532550,8.599610,8.515599,15453876
2017-03-03,8.619330,8.812620,8.579880,8.757400,8.671846,23175336
2017-03-06,8.757400,9.108480,8.686390,9.092700,9.003872,45249691
2017-03-07,9.104540,9.143980,8.974360,9.033530,8.945280,19533864
2017-03-08,9.033530,9.108480,8.915190,9.013810,8.925752,21178195
2017-03-09,8.974360,9.084810,8.950690,9.049310,8.960905,14544166
2017-03-10,9.072980,9.092700,8.990140,9.045370,8.957004,13270346
2017-03-13,9.069030,9.404340,8.990140,9.143980,9.054650,26565627
2017-03-14,9.179490,9.262330,9.096650,9.214990,9.124967,16981589
